"","count.201001","count.201002","count.201003","count.201004","count.201005","count.201006","count.201007","count.201008","count.201009","count.201010","count.201011","count.201012","count.201101","count.201102","count.201103","count.201104","count.201105","count.201106","count.201107","count.201108","count.201109","count.201110","count.201111","count.201112","count.201201","count.201202","count.201203","count.201204","count.201205","count.201206","count.201207","count.201208","count.201209","count.201210","count.201211","count.201212","count.201301","count.201302","count.201303","count.201304","count.201305","count.201306","count.201307","count.201308","count.201309","count.201310","count.201311","count.201312","count.201401","count.201402","count.201403","count.201404","count.201405","count.201406","count.201407","count.201408","count.201409","count.201410","count.201411","count.201412","count.201501","count.201502","count.201503","count.201504","count.201505","count.201506","count.201507","count.201508","count.201509","count.201510","count.201511","count.201512"
"153",4,0,0,3,2,3,0,3,3,2,1,3,0,3,2,4,1,0,2,1,0,2,3,0,3,1,0,1,2,0,2,0,5,0,3,1,2,0,0,0,0,1,1,3,1,0,0,3,3,0,1,0,2,1,1,1,1,1,2,2,0,0,1,2,0,2,3,2,0,1,2,1
"154",2,2,0,0,7,9,5,1,3,4,6,6,9,3,2,1,0,2,1,0,8,4,4,6,0,1,0,0,4,2,3,2,2,3,1,8,1,2,1,0,0,1,2,5,5,4,3,3,1,2,2,1,2,2,1,3,0,1,1,1,0,1,0,4,0,1,2,0,0,1,0,3
"155",2,1,1,1,0,0,4,1,4,7,3,0,0,0,3,3,1,2,5,1,5,1,10,4,4,2,2,2,3,1,7,10,3,6,1,5,3,3,3,3,4,6,6,4,2,3,2,3,2,2,1,1,3,2,0,2,0,0,1,2,0,1,0,3,0,0,1,2,1,0,2,0
"156",1,0,1,1,1,6,0,0,2,3,2,2,2,2,1,0,2,0,3,4,3,1,1,2,2,1,1,1,1,3,2,13,5,4,3,2,3,1,4,2,1,1,0,2,0,0,0,2,0,1,1,1,1,0,0,1,0,1,1,2,1,0,0,0,1,0,3,2,0,1,0,1
"157",0,4,2,0,1,2,0,1,3,3,2,3,2,1,1,0,1,2,1,2,0,3,2,1,0,1,2,0,0,2,0,1,0,2,0,0,1,0,0,1,0,0,4,0,2,0,0,0,1,0,0,0,1,0,2,1,1,0,1,1,0,1,2,1,0,0,0,0,0,0,0,1
"158",1,4,1,3,2,3,0,5,2,2,2,0,1,1,1,3,4,2,4,0,4,3,0,1,2,0,1,1,0,1,3,2,0,1,0,3,0,0,0,0,0,1,0,1,1,0,1,4,2,0,1,1,0,0,0,0,1,2,2,0,0,0,0,0,1,1,1,2,0,3,4,1
"159",1,1,1,3,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,2,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
"160",0,0,2,1,1,1,1,2,1,3,2,2,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,2,1,0,3,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,1,1,3,0,0,4,1,1,0,2,0,1,1,1
"161",1,0,0,0,1,0,1,5,0,1,1,1,1,0,0,1,0,0,0,2,0,0,0,0,1,2,0,0,3,1,3,0,0,0,0,4,0,0,0,2,0,0,5,1,1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,1,0,0,2,0,0,0,0,2,0,2,0
"162",1,0,3,0,3,1,2,1,0,1,1,0,2,1,0,0,0,0,2,3,3,3,0,2,0,0,0,0,0,0,0,2,2,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"163",1,0,0,0,2,1,0,0,0,1,3,1,0,1,0,2,0,0,0,1,0,5,0,2,0,0,1,0,0,0,2,1,0,2,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"164",0,0,0,1,2,2,0,1,0,0,1,0,1,1,1,2,1,2,4,4,1,0,1,2,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
"165",2,0,1,0,6,2,0,0,2,3,3,1,0,1,2,1,6,1,3,9,1,4,1,0,0,0,1,0,1,0,0,2,0,1,1,3,1,0,1,0,0,0,1,0,2,0,0,1,0,0,2,0,2,0,1,2,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1
"166",1,2,1,3,2,1,3,2,0,4,3,6,2,2,2,1,7,7,5,4,2,7,0,1,1,1,1,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,1,1,1,0,0,1,0,0
"167",0,1,0,0,1,0,1,0,0,1,0,3,2,0,3,1,2,0,0,2,4,2,1,1,2,0,0,0,1,0,0,0,1,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0
"168",0,1,0,2,1,1,4,1,1,1,1,1,0,1,0,2,1,1,0,2,2,0,2,0,0,1,1,0,1,1,1,0,0,1,0,0,2,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0
"169",2,1,2,0,1,0,3,1,1,0,1,1,0,0,1,0,0,2,0,1,1,1,1,1,1,2,1,0,0,0,2,1,0,0,2,1,3,1,1,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,1,0
"170",0,1,1,1,3,0,0,1,1,2,2,0,0,0,0,0,0,1,0,3,0,3,2,4,0,1,0,1,2,1,0,3,2,1,0,2,1,1,1,0,3,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,3,1,0,1
"171",2,0,2,0,2,0,0,2,0,1,1,1,3,1,1,2,0,0,0,0,2,3,3,1,3,2,3,2,1,1,2,0,1,0,0,0,1,1,0,1,0,2,0,0,1,1,1,0,1,0,0,0,1,2,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
"172",1,1,2,2,4,1,0,2,4,2,3,1,1,0,1,0,0,5,0,4,6,2,1,1,1,3,1,2,0,1,2,0,1,2,2,1,1,1,0,2,2,2,1,1,1,1,0,1,0,0,0,2,1,1,0,1,1,0,3,0,0,1,0,0,0,1,1,0,2,0,2,1
"173",0,1,2,2,0,1,2,1,0,0,1,0,3,0,3,2,2,0,0,1,2,0,0,0,0,2,1,0,2,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,2,0,0,1,1,0,0,1,2,1,1,0,2,0,0,2,1,0,2,1,3
"174",1,1,3,4,5,4,2,0,3,2,0,0,0,0,2,0,2,1,3,4,3,4,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,2,3,0,0,2,1,1,0,2,0,0,2,1,3,2,0,0,0,0,0,1,0,0,1,1,0,1,0,4
"175",1,1,2,0,3,1,2,0,2,1,1,1,1,0,0,2,2,1,1,0,0,0,3,2,0,1,1,0,1,1,1,2,0,0,0,1,0,0,0,0,1,2,0,1,2,2,1,2,0,2,0,0,0,0,2,0,1,0,0,1,2,0,0,1,1,0,0,1,2,0,1,2
"176",1,1,0,1,0,2,1,0,0,0,0,0,0,1,1,0,1,2,0,0,0,1,3,3,1,1,0,0,1,0,1,0,2,2,2,2,2,0,0,1,0,2,0,0,0,1,0,2,0,1,0,0,1,0,2,0,0,0,0,1,1,1,1,2,0,0,1,1,1,0,0,1
"177",3,1,3,6,5,2,3,1,1,3,0,1,0,1,2,2,0,2,0,1,2,1,1,1,1,0,0,2,1,0,0,0,0,1,1,1,0,0,0,1,1,3,2,0,2,2,5,0,0,1,0,1,0,0,1,1,0,0,1,1,2,2,3,1,2,3,2,3,0,1,0,3
"178",2,2,2,3,0,1,1,3,0,1,3,1,0,0,0,2,2,1,0,2,3,1,4,3,0,2,5,1,1,1,0,0,0,2,0,2,1,0,0,0,0,0,0,0,2,2,5,2,3,0,2,2,1,2,1,2,0,1,2,0,0,1,1,3,1,2,0,0,1,1,0,3
"179",1,1,0,0,2,0,0,1,1,1,0,0,2,1,1,1,0,1,0,2,2,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,1,1,1,0,0
"180",2,0,0,2,0,1,1,3,0,1,2,1,1,2,1,1,0,0,1,1,0,1,2,1,1,2,1,0,2,0,2,0,0,0,2,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,1
"181",2,1,1,1,2,1,2,5,3,2,3,3,3,3,2,0,3,2,0,3,3,0,2,3,2,0,0,1,0,0,0,0,0,3,0,2,2,1,2,1,1,3,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,2,1,2,0,1,0
"182",2,4,1,4,0,3,2,1,1,3,3,1,0,1,1,0,1,0,0,0,2,1,4,1,4,2,3,3,0,0,1,0,2,3,0,0,1,0,0,1,1,0,0,0,0,2,1,1,4,0,1,0,0,1,2,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1
"183",0,0,1,3,3,0,3,0,1,1,1,3,2,0,1,0,1,1,0,2,0,1,3,3,2,2,2,0,1,1,2,0,2,0,0,1,0,0,2,0,0,0,2,0,2,1,1,2,2,1,0,4,2,1,0,1,1,1,0,0,3,0,4,0,1,1,2,1,0,0,0,1
"184",0,1,2,0,1,0,3,2,4,1,0,1,0,1,0,0,1,0,1,0,2,3,1,1,2,0,1,0,1,0,2,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,2,0,0,0,0,0,2,2,0,0,1,0,1,1,0,1,2,2,0,0,2,1,1,1,0,0
"185",0,1,1,3,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,4,2,5,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,2,2,1,2,0,0,0,1,1,0,2,0,2
"186",1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,2,1,0,0,2,0,0,2,2,0,1,0,2,0,0,1,0,1,2,0,1,0,1,0,0,1,0,1,1,1,1,2,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,3,1,1,0,0,2,0,0
"187",3,2,2,2,1,4,2,1,3,1,3,3,0,2,1,1,0,4,2,2,3,2,2,5,2,0,3,3,1,0,2,1,1,1,4,2,1,0,2,4,7,0,2,2,1,0,0,2,2,4,4,2,4,3,2,7,1,1,1,3,3,4,1,0,0,2,1,8,3,2,3,1
"188",4,3,1,2,1,4,2,3,3,8,3,3,2,2,2,3,4,3,1,5,4,3,4,6,1,1,0,1,1,1,6,0,0,1,6,5,1,3,0,1,1,0,3,5,1,0,1,1,0,2,0,0,1,0,2,2,1,0,0,1,1,0,1,1,1,1,1,0,1,2,1,5
"189",3,2,1,2,3,6,2,4,1,1,2,1,2,4,3,2,2,2,0,1,3,6,11,3,1,0,0,0,0,3,4,1,3,4,2,5,5,3,1,4,2,1,1,0,1,2,2,1,1,2,1,1,0,0,2,2,2,2,1,2,3,2,1,0,0,1,1,4,1,0,0,1
"190",0,0,0,1,1,2,0,1,1,1,3,2,0,1,0,2,2,1,1,2,0,1,1,1,0,0,1,2,2,0,4,1,3,1,1,0,1,0,0,0,1,0,0,0,1,4,0,3,3,2,1,0,0,0,0,0,0,0,1,3,1,0,2,2,2,0,2,2,0,0,0,0
"191",3,2,1,3,4,1,5,1,2,5,6,2,1,2,0,1,1,5,3,3,6,7,4,7,2,0,1,1,1,8,7,2,5,5,7,4,3,1,2,2,1,1,1,5,3,2,2,3,0,2,0,1,3,2,4,0,3,3,3,3,2,2,3,1,1,0,0,3,1,0,1,3
"192",3,1,2,2,0,1,0,0,0,2,2,1,0,0,0,0,2,1,1,0,3,3,1,5,0,1,1,1,7,3,1,1,1,2,4,2,0,0,0,0,0,1,1,1,0,2,4,4,0,1,1,1,0,2,2,1,1,5,2,4,6,2,4,0,1,0,0,3,0,2,0,1
"193",1,0,1,1,3,1,0,1,2,3,2,0,0,2,2,1,1,2,0,0,1,1,2,3,1,0,1,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,3,2,1,2,2,2,0,0,1,0,0,0,1,0,2,2,1,5,1,1,0,1,0,2,1,0,0,3
"194",0,0,1,1,0,0,1,2,0,0,1,0,0,1,1,0,0,1,1,3,2,2,0,2,1,1,2,1,1,1,2,1,3,1,3,1,0,0,0,0,1,1,0,2,2,1,1,1,1,1,2,0,1,0,1,1,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1
"195",2,1,2,4,2,3,3,7,1,1,3,2,2,1,1,1,1,1,3,5,0,1,5,1,4,0,0,1,2,3,0,1,1,2,2,2,3,0,1,2,4,2,14,0,3,3,0,0,1,2,1,2,2,0,0,3,1,1,1,1,1,2,0,0,0,1,2,0,1,0,0,1
"196",0,0,0,1,1,1,3,1,1,1,0,2,0,0,1,0,5,4,1,0,1,1,1,3,3,0,1,1,1,1,5,2,1,2,0,1,0,0,0,0,0,0,0,2,1,2,0,1,1,1,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"197",3,1,5,3,2,1,4,2,0,1,2,2,7,2,1,3,0,5,5,8,6,4,2,5,3,0,1,3,2,2,3,1,1,0,0,2,1,1,1,2,4,0,6,4,6,7,4,1,1,0,3,0,1,3,1,1,3,2,1,1,4,0,0,0,1,1,3,4,1,3,1,1
"198",4,1,1,4,1,4,4,6,3,6,2,2,2,0,1,3,5,2,3,7,5,5,4,6,1,2,1,2,1,3,6,1,2,3,4,3,6,1,5,2,8,8,6,2,2,0,4,4,0,1,3,1,3,1,4,2,3,4,2,0,1,2,4,3,3,2,3,5,3,5,2,0
"199",0,2,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,2,1,2,4,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0
"200",3,1,2,0,0,0,0,0,0,2,2,1,0,2,0,0,3,3,1,0,1,3,2,0,2,1,0,0,2,2,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,1
"201",4,2,2,0,0,2,0,2,2,3,1,0,1,0,0,3,1,1,2,3,5,4,1,0,0,2,1,1,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0
"202",0,2,2,0,1,0,3,3,5,3,3,2,2,1,2,2,2,5,3,2,1,8,4,1,0,0,3,0,1,1,0,2,1,0,0,1,0,1,1,0,3,0,0,1,0,2,1,1,0,1,0,0,0,0,0,2,2,1,0,0,0,0,0,1,1,1,0,1,1,3,1,2
"203",0,1,0,1,1,2,0,4,2,6,6,2,2,3,1,0,4,6,4,3,3,4,2,4,1,0,3,1,1,4,0,0,0,0,2,3,2,1,0,1,1,0,0,0,0,0,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,2,0,2,0,2,0,0,0,1
"204",3,1,1,1,1,0,1,1,4,2,3,0,2,0,3,1,0,2,2,0,3,1,2,3,3,0,1,1,3,1,2,1,0,0,0,1,1,0,0,0,2,2,2,1,3,4,5,3,0,0,2,1,0,0,1,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
"205",0,0,1,1,1,0,4,2,2,0,2,2,0,0,1,0,2,0,1,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,3,2,1,0,1,3,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0
"206",0,1,3,2,1,0,0,0,5,0,1,0,1,0,1,0,0,0,2,1,0,2,0,1,2,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,1,0,2,1,0,0,1
"207",0,1,1,0,5,2,0,1,2,3,2,2,3,1,2,1,1,2,1,4,3,3,1,0,1,2,1,4,2,5,4,3,1,1,0,0,0,0,0,2,0,1,1,0,3,0,0,1,0,0,2,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"208",2,2,1,0,0,0,0,1,2,2,4,2,2,0,1,0,0,0,2,0,2,3,0,1,1,0,1,1,1,0,3,1,1,2,2,1,0,2,1,1,4,1,2,0,0,0,1,0,0,0,1,0,2,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1
"209",0,0,0,0,0,0,2,4,0,2,3,0,1,1,1,0,0,0,3,2,0,3,2,0,1,0,1,0,2,2,1,0,1,0,0,2,0,1,1,0,1,1,3,1,0,4,1,0,1,1,0,2,1,0,0,1,0,2,0,0,0,0,1,2,1,1,1,0,1,0,0,0
"210",0,0,1,1,1,1,1,2,2,1,2,8,2,0,0,0,2,2,5,2,4,3,3,1,1,0,0,0,0,4,3,0,1,0,0,1,0,0,1,2,3,2,1,1,0,0,2,2,0,0,1,2,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,2,0,0
"211",0,1,0,1,1,0,1,0,1,2,0,2,1,0,1,2,0,2,2,0,0,2,2,1,0,2,2,0,0,3,1,1,0,2,1,1,1,1,2,1,0,1,1,1,0,0,1,0,0,0,1,4,2,2,1,0,1,0,0,1,0,1,2,0,0,2,0,1,0,0,0,0
"212",1,1,5,2,0,0,5,0,2,6,5,1,0,0,2,4,3,3,3,1,3,4,4,4,2,3,6,0,2,1,2,4,4,2,1,2,2,0,0,4,9,0,0,2,0,1,0,1,0,2,1,1,0,2,1,1,2,0,1,1,2,0,0,1,2,1,0,1,3,1,3,2
"213",2,0,3,3,5,1,3,1,3,1,1,1,1,1,3,3,1,0,2,1,6,4,8,8,2,2,0,6,3,4,4,3,2,3,3,2,1,0,1,7,3,0,0,1,2,1,0,0,2,3,0,0,0,3,0,0,1,2,0,2,1,0,2,0,2,0,1,4,0,1,1,3
"214",0,0,0,1,0,2,1,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,1,0,0,2,1,0,0,0,1,0,0,1,1,0,0,0,0
"215",2,3,1,0,1,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0
"216",0,2,1,2,1,1,1,6,0,3,1,1,1,0,0,2,1,0,1,0,1,2,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"217",1,0,1,0,2,1,0,1,0,2,0,0,1,0,0,1,5,1,2,0,4,1,9,2,0,0,6,2,1,0,2,1,3,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"218",1,0,2,2,1,2,3,0,1,1,2,2,3,0,1,4,1,2,0,1,2,2,0,8,3,2,3,0,0,0,2,2,0,2,1,0,1,0,1,1,1,3,0,1,0,2,2,1,1,0,0,0,3,0,2,0,0,1,4,0,1,1,0,2,2,1,0,2,0,0,0,1
"219",0,2,0,2,2,0,2,4,2,2,1,0,2,0,1,0,0,0,1,3,0,4,0,5,0,0,0,1,1,0,1,0,2,0,0,0,2,0,0,1,0,1,1,3,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0
"220",0,4,2,0,1,0,3,0,3,3,4,1,1,0,1,1,2,1,1,2,0,3,0,4,4,2,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,4,2,2,2,1,0,0,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,1
"221",0,0,2,4,1,2,3,1,1,3,0,3,1,1,2,0,1,0,2,0,2,1,2,4,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,3,5,0,1,0,0,1,0,1,3,4,1,0,1,0,1,0,0,1,1,2,1,0,0,0,3,0
"222",1,1,0,2,1,8,4,0,3,1,2,2,1,3,1,0,2,0,1,2,2,5,5,3,3,2,5,1,1,3,1,0,0,1,0,0,4,0,0,2,1,1,4,2,5,0,1,1,1,0,0,4,2,0,1,0,1,0,1,2,1,1,2,2,0,1,1,3,0,2,0,1
"223",8,2,1,2,1,6,0,2,1,1,6,4,0,0,2,1,3,5,0,3,1,5,3,4,6,3,4,6,4,2,2,2,1,2,2,4,5,3,0,1,1,1,0,1,2,2,1,2,2,0,2,1,3,1,0,2,1,0,0,1,0,0,0,0,1,1,3,0,2,2,2,0
"224",0,1,0,0,0,1,2,2,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,3,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"225",3,0,2,0,7,8,4,7,2,5,2,5,0,1,3,0,1,1,2,1,2,4,6,2,4,4,4,1,1,1,1,1,1,1,1,2,0,0,1,0,0,3,1,3,3,7,3,4,4,0,0,3,2,3,1,3,1,2,2,1,0,1,0,1,0,1,6,1,9,1,0,2
"226",1,3,3,4,2,2,1,1,1,1,0,0,1,0,4,1,1,0,0,0,2,5,0,1,0,0,2,1,1,1,0,5,1,4,2,1,1,0,5,2,5,0,2,1,1,1,2,1,1,1,0,1,0,1,1,0,0,2,2,0,1,0,0,2,0,2,0,1,0,1,0,1
"227",4,1,0,1,0,1,1,7,3,0,3,2,5,7,1,1,2,1,5,2,3,1,0,0,0,2,2,1,1,2,3,5,6,3,3,3,2,0,2,1,3,0,2,3,1,2,3,2,1,2,1,0,1,0,1,0,1,0,0,0,2,1,1,0,1,1,1,1,0,2,0,1
"228",0,0,1,0,2,1,1,2,0,3,3,1,2,4,2,0,2,0,1,1,0,0,0,0,1,2,0,1,1,0,2,4,6,0,2,2,4,0,1,2,1,1,2,1,2,1,4,2,0,0,2,1,0,1,1,1,0,1,1,1,2,0,0,2,0,0,0,1,0,2,0,0
"229",0,2,1,0,0,0,0,0,2,0,1,1,0,3,1,1,1,0,0,5,1,1,0,2,2,1,2,1,0,1,1,4,1,1,0,0,2,2,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1
"230",0,0,4,3,4,2,3,5,2,7,3,1,6,1,1,4,4,1,0,2,3,1,1,1,3,3,2,3,1,1,2,2,1,4,1,3,2,1,0,1,3,2,3,1,4,5,2,5,2,1,1,0,0,1,2,1,4,0,0,0,0,4,0,0,2,0,2,1,2,1,0,0
"231",2,1,4,2,5,1,2,5,3,3,4,0,4,1,3,2,1,4,0,6,5,1,3,3,3,2,0,4,1,3,2,3,3,1,3,3,2,4,4,0,1,4,5,8,2,4,6,2,1,3,1,0,1,2,1,0,1,1,1,2,2,1,0,0,1,0,2,1,0,2,1,0
"232",1,2,5,5,6,6,0,6,4,0,1,2,2,2,2,1,2,5,1,2,5,2,0,3,2,0,0,1,3,3,0,1,1,2,0,1,3,1,1,1,2,2,0,1,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,3,1,2,2,1,2,0,0,1,1,2,0,1
